objectId,admin3_code,admin2_code,ACL,admin1_code,name,dem,latitude,population,updatedAt,alternatenames,longitude,feature_class,modification_date,cc2,country_code,feature_code,geonameid,ascii_name,timezone,createdAt,elevation
kgem3009pV,,560,null,19,Koppal,540,15.34522,60868,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kappal,Kopbal,Koppal,ke pu pa er,koppal,koppala,______,______,______,_______,______,_______,____",76.15478,P,10/14/14,,IN,PPL,1266154,Koppal,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
JxFNtpcVEU,,571,null,19,Koratagere,763,13.522,14445,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Koratagere,77.2373,P,10/4/15,,IN,PPL,1266126,Koratagere,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
bUkNI1fZDm,,145,null,36,Kosi,195,27.79449,52492,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,77.4368,P,8/7/15,,IN,PPL,1266073,Kosi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
Cvx9jrO6G6,,521,null,16,Koregaon,552,18.64573,25846,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Koregaon,Koregaon-Bhima",74.05909,P,10/13/14,,IN,PPL,1266116,Koregaon,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
TngVMhOStE,,505,null,16,Kor_di,307,21.24758,3225,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Koradi,Koradih,Kor_di,Kor_dih",79.10575,P,6/10/20,,IN,PPL,1266141,Koradi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
pGoQZH56PY,,398,null,21,Kor_put,883,18.81199,41170,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Koraput,Kor_put,_______",82.71048,P,6/10/20,,IN,PPL,1266128,Koraput,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
4m3DmBnQ83,,547,null,2,Korukollu,6,16.5,8543,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Korukollu,81.25,P,10/10/14,,IN,PPL,1266094,Korukollu,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
f4P3Y6NS6l,,619,null,25,Korad_chcheri,20,10.77019,6151,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Koradachcheri,Koradacheri,Korad_chcheri",79.49158,P,6/10/20,,IN,PPL,1266144,Koradachcheri,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
pE4bphHwdB,,338,null,28,Konnagar,8,22.70508,76082,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Konnagar,88.34446,P,10/14/14,,IN,PPL,1266179,Konnagar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
ERbXkyUUeJ,,534,null,40,Koratla,301,18.82154,60231,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Koratla,78.71186,P,10/10/14,,IN,PPL,1266124,Koratla,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
BailQHFwJk,,570,null,19,Koppa,778,13.53044,5124,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Koppa,75.36329,P,10/14/14,,IN,PPL,1266155,Koppa,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
RAbOy7I640,,555,null,19,Konn_r,622,16.20138,19166,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Konnur,Konn_r",74.74886,P,10/14/14,,IN,PPL,1266178,Konnur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
ae2xWak6qe,,165,null,36,Konch,160,25.99451,52773,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Konch,Kunch,K_nch",79.15127,P,10/14/14,,IN,PPL,1266217,Konch,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
ngm8cR2nCS,,627,null,25,Korampallam,9,8.77506,3228,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Korampallam,78.09158,P,12/4/18,,IN,PPL,1266135,Korampallam,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
7BHhIYI6VT,,643,null,37,Kondagaon,597,19.59083,27626,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kondagaon,Kondegaon",81.664,P,5/28/18,,IN,PPLA2,1266216,Kondagaon,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
pgjLHGYaBR,,511,null,16,Kondalw_di,361,18.80727,14770,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,77.77031,P,8/7/15,,IN,PPL,1266210,Kondalwadi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
n5z5G6zHk5,,574,null,19,Konan_r,835,12.63016,9555,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Konanur,Konan_r",76.05037,P,11/8/15,,IN,PPL,1266222,Konanur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
phu7Kb3Zga,,423,null,35,Kol_ras,454,25.21928,17174,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kolaras,Kol_ras",77.61167,P,8/7/15,,IN,PPL,1266302,Kolaras,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
cwkR87OkVm,,387,null,21,Kon_rka,2,19.89021,16834,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kanarak,Konarak,Konark,Konarka,Kon�rak,Kon_rak,Kon_rka,Swiatynia Surji w Konarak,ke na er ke,konark,_wi_tynia Surji w Konarak,________,____",86.09761,P,7/6/20,,IN,PPL,1266220,Konarka,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
W19riIjww0,,578,null,19,Kolleg_l,657,12.15449,56497,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Collegal,Kollegal,Kollegalam,Kolleg_l,Kolleg_lam",77.11051,P,6/10/20,,IN,PPL,1266267,Kollegal,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
mwlneXRPHy,,608,null,25,Kongan_puram,232,11.57105,8331,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Konganapuram,Kongan_puram",77.9004,P,5/7/17,,IN,PPL,1266189,Konganapuram,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
i5EJhDVQ7t,,192,null,36,Kop_ganj,78,26.01923,33539,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kopaganj,Kop_ganj",83.5663,P,9/6/15,,IN,PPL,1266164,Kopaganj,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
NfVPWGefDL,,581,null,19,Kol_r,848,13.13768,126441,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kolar,Kol_r,_____",78.12999,P,10/8/16,,IN,PPL,1266305,Kolar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
E9PwIivRx5,,629,null,25,Colachel,36,8.17938,23095,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,77.25818,P,10/14/14,,IN,PPL,1266322,Colachel,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
f6tVHOkMUU,,530,null,16,Kolh_pur,559,16.69563,516142,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"KLH,Kolhapur,Kolh_pur",74.23167,P,3/17/17,,IN,PPL,1266285,Kolhapur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
bWWEIFnDuJ,,270,null,20,Koh_ma,1463,25.67467,92113,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kohima,Koh_ma,Kokhima,ke xi ma,keahima,kohima,kokima,______,______,______,______,______,______,______,______,______,_____,______,___,___,___",94.11099,P,6/10/20,,IN,PPLA,1266366,Kohima,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
2hIOFWNyXx,,624,null,25,Kombai,430,9.84745,13209,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kombai,Komebai",77.29603,P,9/5/17,,IN,PPL,1266240,Kombai,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
z2tDppOj6w,,282,null,31,Kolasib,661,24.22388,25000,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,92.67869,P,10/14/14,,IN,PPL,1266258,Kolasib,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
3vPbwviVfS,,576,null,19,Kodlipet,954,12.80087,2686,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kodlipet,75.88662,P,12/4/18,,IN,PPL,1266392,Kodlipet,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
zDtzNFL1ed,,610,null,25,Kodumudi,135,11.07751,13053,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kodumudi,77.88363,P,10/14/14,,IN,PPL,1266387,Kodumudi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
RKDh95Jxv1,,388,null,21,Kodala,38,19.62425,13187,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kodala,84.94075,P,10/14/14,,IN,PPL,1266422,Kodala,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
92FNM4uNNv,,348,null,38,Kodarm_,390,24.46753,19180,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kodarma,Kodarm_",85.59397,P,6/10/20,,IN,PPL,1266414,Kodarma,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
YjF7VfRsvm,,231,null,34,Koelw_r,64,25.58055,25494,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,84.79751,P,10/4/15,,IN,PPL,1266372,Koelwar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
mNhSPpXlAk,,594,null,13,Kizhake Ch_lakudi,15,10.30067,49330,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Chalakudi,Ch_lakudi,Kizhake Chalakudi,Kizhake Ch_lakudi",76.33763,P,10/13/14,,IN,PPL,1266452,Kizhake Chalakudi,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
8L18U5S9IG,,148,null,36,Kishni,157,27.02487,9852,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kishni,79.262,P,10/14/14,,IN,PPL,1266477,Kishni,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
3H3VWs0M1p,,375,null,21,Kiri Buru,466,22.08333,9719,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,85.35,P,10/14/14,,IN,PPL,1266503,Kiri Buru,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
WE1kenzgEV,,138,null,36,Kithor,226,28.86684,25262,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kithor,77.93861,P,12/4/18,,IN,PPL,1266461,Kithor,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
7ruKXxuV7X,,480,null,9,Kod_nar,31,20.79393,34930,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kodina,Kodinar,Kod_nar,Korinar",70.70216,P,6/10/20,,IN,PPL,1266397,Kodinar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
mMjYqviMnV,,594,null,13,Kodungall_r,12,10.23263,34210,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Cranganore,Cranganur,Cr_ngan_r,Kodungallur,Kodungall_r,Methala,Muchiri,Muchiripattinam,Muyirikkodu,Muziris,Shinkli",76.19513,P,6/10/20,,IN,PPL,1266385,Kodungallur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
OPzgH1Emiw,,300,null,3,Kokrajhar,48,26.40107,31971,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kokradzhar,Kokrajhar,_________",90.27286,P,10/13/14,,IN,PPL,1266330,Kokrajhar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
KWQ5kBQd32,,571,null,19,Kodigenahalli,667,13.72136,5727,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kodiganballi,Kodigenahalli",77.38629,P,10/4/15,,IN,PPL,1266402,Kodigenahalli,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
NNwxXrzpp2,,530,null,16,Kodoli,566,16.87639,17537,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kodoli,74.1909,P,10/13/14,,IN,PPL,1266390,Kodoli,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
4unWhVcGJe,,548,null,2,Kolanukonda,24,16.45392,1947,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kolanukonda,80.61046,P,9/6/15,,IN,PPL,1266307,Kolanukonda,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
i73KKPcYKa,,146,null,36,Kiraoli,177,27.13768,21024,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kiraoli,77.78516,P,8/7/15,,IN,PPL,1266510,Kiraoli,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
K0WlTxhjeS,,104,null,24,Kishangarh,308,27.81889,10288,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,76.72972,P,10/14/14,,IN,PPL,1266484,Kishangarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
v5HZ1LujFm,,329,null,28,Koch Bih_r,47,26.32539,78737,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"COH,Cooch Behar,Koch Bihar,Koch Bih_r,Kuch Bihar,Kuch Bih_r",89.44508,P,6/10/20,,IN,PPL,1266436,Koch Bihar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
4GEdJufBCm,,612,null,25,Kodaik_n_l,2098,10.23925,35021,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kodaikan,Kodaikanal,Kodaik_n,Kodaik_n_l,Kodajkanal,__________",77.48932,P,10/14/14,,IN,PPL,1266425,Kodaikanal,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
bROaSClBZT,,539,null,40,Kod_r,113,16.9985,59170,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,79.9656,P,10/10/14,,IN,PPL,1266416,Kodar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
gWCdRAWqZE,,621,null,25,K_ran_r,108,10.56988,10133,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,78.78682,P,10/14/14,,IN,PPL,1266513,Kiranur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
3yO2jcF5zn,,119,null,24,Kishangarh,443,26.59006,131749,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"KQH,Kishangarh,Kishangarkh,kil'ha harikrisanagarha,kisanagadha,kisanagara,kisanagarha,k_ishangarhi,_________,_______,_______,________,______ ______________,__________",74.85397,P,8/23/17,,IN,PPL,1266486,Kishangarh,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
PPPyicREzn,,172,null,36,Kishanpur,109,25.64232,6104,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kishanpur,81.0227,P,12/4/18,,IN,PPL,1266481,Kishanpur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
ymTU754QwV,,372,null,21,Kuchinda,243,21.74356,14081,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kochinda,Kuchinda",84.34848,P,10/4/17,,IN,PPL,1266433,Kuchinda,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
1iw6yC1uds,,210,null,34,Kishanganj,57,26.10224,94807,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kishanganj,Kishanganj Bazar",87.95534,P,2/11/16,,IN,PPL,1266489,Kishanganj,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
FF6JFhvbW3,,18,null,12,Kishtw_r,1642,33.31346,20553,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kishtvare,Kishtwar,Kishtwer,Kishtw_r,________",75.76726,P,6/10/20,,IN,PPL,1266475,Kishtwar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
6vKlQVYFWu,,234,null,34,Ko_th,88,25.32643,16725,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Koath,Ko_th",84.25983,P,10/4/15,,IN,PPL,1266448,Koath,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
6LbrDJjVBL,,194,null,36,Kir_kat,87,25.63745,14034,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,82.91596,P,8/7/15,,IN,PPL,1266516,Kirakat,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
pGi2Z9trXX,,612,null,25,K_ran_r,280,10.59395,6487,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,77.50315,P,8/2/17,,IN,PPL,1266512,Kiranur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
0m6pweLCmS,,134,null,36,K_ratpur,256,29.50671,60223,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kiratpur,K_ratpur",78.20613,P,4/8/15,,IN,PPL,1266509,Kiratpur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
f6mHlnPTr7,,511,null,16,Kinwat,317,19.62557,25956,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kinvat,Kinwat",78.1987,P,8/7/15,,IN,PPL,1266518,Kinwat,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
XDI9VT9fok,,618,null,25,Kilvelur,13,10.76721,7629,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kil Valur,Kilvelur,Kilvelure,K_l V_lur",79.74186,P,10/14/14,,IN,PPL,1266540,Kilvelur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
3TUECmn3Ky,,152,null,36,Kh_t_r,167,28.20307,15618,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khutar,Kh_t_r",80.27046,P,10/14/14,,IN,PPL,1266596,Khutar,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
lZBCpOIAP1,,515,null,16,Khuld_b_d,734,20.00671,15213,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khuldabad,Khuld_b_d,Rauza",75.19245,P,6/10/20,,IN,PPL,1266631,Khuldabad,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
O6lijLNWNQ,,386,null,21,Khurda,57,20.18268,42526,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khordha,Khurda",85.61629,P,10/14/14,,IN,PPL,1266616,Khurda,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
occ8AwWhRO,,142,null,36,Khurja,205,28.25382,105909,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khurja,77.85535,P,8/7/15,,IN,PPL,1266607,Khurja,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
W18KXkh2sZ,,230,null,34,Khusropur,56,25.48174,12976,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khusropur,85.38492,P,12/4/18,,IN,PPL,1266598,Khusropur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
POPkXYltRV,,254,null,30,Khonsa,946,27.01667,10187,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Horu Khunma,Khela,Khonsa",95.56667,P,10/14/14,,IN,PPL,1266668,Khonsa,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
H9vLQIWOoP,,67,null,39,Kichha,208,28.91154,34904,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kichha,79.52009,P,10/4/15,,IN,PPL,1266575,Kichha,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
UiwSGAjKgH,,365,null,38,Khunti,650,23.07602,31366,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khunti,85.27818,P,8/2/17,,IN,PPL,1266622,Khunti,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
6GVvTNHHD7,,427,null,35,Khurai,439,24.04372,31613,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khurai,78.33014,P,8/7/15,,IN,PPL,1266620,Khurai,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
rgj3hXOEhr,,442,null,35,Khujner,442,23.78597,9950,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khujner,76.61773,P,9/6/15,,IN,PPL,1266632,Khujner,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
WWuIuRB3aM,,284,null,31,Khawhai,1335,23.37807,2537,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khawhai,93.12797,P,10/14/14,,IN,PPL,1266821,Khawhai,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
BKKGTSFvo0,,448,null,35,Khirkiy_n,280,22.16732,18498,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khirkian,Khirkiya,Khirkiyan,Khirkiy_n,Khirki_n",76.86137,P,6/10/20,,IN,PPL,1266710,Khirkiyan,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
sSA5JWsa2d,,152,null,36,Khud_ganj,166,28.14607,12636,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,79.71472,P,10/4/15,,IN,PPL,1266640,Khudaganj,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
NScqcIJqgA,,652,null,26,Khowai,33,24.07964,20046,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"IXN,Khowai",91.59972,P,5/27/18,,IN,PPLA2,1266649,Khowai,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
dYWgFpV67t,,471,null,9,Kher_lu,179,23.88534,20755,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kheralu,Kher_lu",72.61869,P,10/13/14,,IN,PPL,1266774,Kheralu,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
LkD1fOhfFv,,442,null,35,Khilchipur,394,24.03943,16411,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khilchipur,76.578,P,10/14/14,,IN,PPL,1266731,Khilchipur,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
CKE7VTGVgV,,483,null,9,Kheda,38,22.75218,24767,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Kaira,Kheda,____",72.68533,P,10/13/14,,IN,PPL,1266809,Kheda,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
T81hapwWNn,,153,null,36,Kheri,149,27.90354,26327,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Kheri,80.79754,P,9/6/15,,IN,PPL,1266762,Kheri,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
hVJqKTFnhT,,472,null,9,Khedbrahma,209,24.0299,29402,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),,73.04632,P,3/28/17,,IN,PPL,1266806,Khedbrahma,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),207
db4h36Yox1,,139,null,36,Khekra,224,28.86586,42408,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khekra,77.2841,P,12/4/18,,IN,PPL,1266794,Khekra,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
1E6tlcX8sm,,520,null,16,Khopoli,89,18.78562,64460,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khopoli,ke bo li,khopoli,_______,______,______,___",73.34589,P,10/13/14,,IN,PPL,1266666,Khopoli,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
HIe46HQml0,,103,null,24,Khetri,398,28.00069,17177,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khetri,kai te li,kherti,khetari,khetri,______,______,______,___",75.78644,P,10/14/14,,IN,PPL,1266744,Khetri,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
yNmGHSIkc7,,528,null,16,Khed,21,17.71888,14829,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khed,73.39693,P,10/13/14,,IN,PPL,1266814,Khed,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
C02kv3HH6U,,521,null,16,Khed,756,18.33811,7370,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khed,73.84677,P,2/21/19,,IN,PPL,1266813,Khed,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
tumNnsNg15,,50,null,23,Khem Karan,213,31.14443,12637,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khem Karan,74.55938,P,9/6/15,,IN,PPL,1266787,Khem Karan,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
MI81OQzUxa,,67,null,39,Khat_ma,213,28.92134,15714,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khatima,Khat_ma",79.97075,P,10/4/15,,IN,PPL,1266843,Khatima,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
fU1RyeWqln,,339,null,28,Kh_tra,148,22.97617,16484,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),"Khatra,Kh_tra",86.85462,P,10/14/14,,IN,PPL,1266838,Khatra,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
uAordfku2R,,,null,16,Khetia,214,21.67124,15021,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),Khetia,74.58535,P,11/8/12,,IN,PPL,1266746,Khetia,Asia/Kolkata,Wed Oct 07 2020 23:51:30 GMT+0530 (India Standard Time),
